city,area_sqft,bhk,bathrooms,parking,location_type,property_age,furnishing,price
Bengaluru,1302,5,1,0,Standard,9,Semi-Furnished,16524000.0
Ahmedabad,1496,1,1,1,Standard,18,Unfurnished,7778000.0
Mumbai,1004,3,2,1,Premium,2,Furnished,24843600.0
Chennai,2349,5,3,1,Developing,14,Unfurnished,14844000.0
Chennai,1241,1,1,1,Developing,16,Furnished,7596000.0
Bengaluru,2666,1,4,0,Standard,13,Semi-Furnished,32192000.0
Ahmedabad,671,2,1,1,Premium,17,Unfurnished,4597650.0
Pune,969,3,4,1,Developing,11,Semi-Furnished,7051600.0
Kolkata,936,2,2,0,Standard,14,Semi-Furnished,5766000.0
Pune,766,1,3,0,Premium,17,Furnished,8116400.0
Delhi,1349,2,2,0,Standard,12,Unfurnished,20235000.0
Chennai,1788,5,1,0,Standard,4,Unfurnished,14310000.0
Bengaluru,2606,5,3,0,Standard,3,Semi-Furnished,32672000.0
Delhi,1919,2,3,0,Standard,20,Furnished,28985000.0
Chennai,2923,2,3,0,Standard,9,Furnished,22672500.0
Kolkata,2389,4,2,0,Standard,18,Furnished,14934000.0
Mumbai,864,4,4,1,Premium,4,Unfurnished,21367600.0
Jaipur,1488,3,2,1,Developing,1,Furnished,7352000.0
Bengaluru,2899,5,2,1,Standard,4,Semi-Furnished,36188000.0
Pune,2281,3,4,1,Standard,19,Furnished,18948000.0
Ahmedabad,1324,3,2,0,Developing,8,Unfurnished,6225600.0
Mumbai,1488,4,1,1,Premium,9,Unfurnished,35419200.0
Hyderabad,1530,3,2,1,Developing,4,Unfurnished,9318000.0
Bengaluru,2235,5,3,1,Developing,19,Unfurnished,21956000.0
Delhi,2490,1,1,0,Developing,0,Unfurnished,30180000.0
Mumbai,1498,5,2,0,Developing,4,Furnished,23071200.0
Pune,1915,2,4,0,Premium,8,Semi-Furnished,20566000.0
Pune,660,4,3,0,Standard,19,Furnished,5930000.0
Delhi,2248,2,3,0,Premium,8,Unfurnished,44136000.0
Delhi,1493,5,3,0,Premium,17,Unfurnished,29563500.0
Bengaluru,2987,5,2,0,Developing,1,Furnished,30325200.0
Hyderabad,2150,3,1,0,Premium,3,Unfurnished,20115000.0
Pune,1113,5,1,1,Premium,7,Semi-Furnished,12725200.0
Ahmedabad,1672,3,4,1,Premium,1,Semi-Furnished,13304800.0
Kolkata,2629,5,4,1,Developing,2,Furnished,14569200.0
Hyderabad,1146,3,4,1,Premium,13,Furnished,11428600.0
Jaipur,822,3,3,0,Standard,1,Furnished,5460000.0
Lucknow,2720,5,4,0,Premium,1,Semi-Furnished,17512000.0
Mumbai,2590,5,1,0,Developing,13,Unfurnished,37746000.0
Ahmedabad,640,4,2,0,Developing,14,Unfurnished,3116000.0
Bengaluru,1534,3,3,0,Premium,3,Unfurnished,24680400.0
Hyderabad,1390,2,1,0,Developing,8,Semi-Furnished,8134000.0
Jaipur,2786,5,4,0,Developing,13,Semi-Furnished,12144000.0
Mumbai,2422,2,2,0,Standard,8,Semi-Furnished,44046000.0
Chennai,1809,2,3,1,Developing,11,Unfurnished,11154000.0
Kolkata,2719,1,4,1,Standard,20,Furnished,16564000.0
Delhi,921,4,2,1,Developing,7,Furnished,12352000.0
Jaipur,1023,5,2,1,Premium,8,Unfurnished,7599500.0
Lucknow,1322,3,2,1,Developing,10,Semi-Furnished,5459200.0
Ahmedabad,1699,4,2,1,Developing,1,Unfurnished,8575600.0
Bengaluru,2379,3,4,0,Developing,15,Furnished,23588400.0
Pune,1689,4,2,0,Premium,2,Semi-Furnished,18715600.0
Jaipur,2734,4,3,1,Premium,12,Unfurnished,18421000.0
Jaipur,764,5,3,1,Premium,14,Furnished,6216000.0
Lucknow,840,5,3,0,Developing,12,Furnished,4224000.0
Mumbai,2006,3,4,0,Premium,15,Furnished,47690400.0
Bengaluru,2991,1,2,0,Developing,6,Furnished,29313600.0
Bengaluru,2018,4,2,0,Premium,15,Semi-Furnished,31980800.0
Bengaluru,657,2,4,0,Standard,0,Semi-Furnished,8934000.0
Kolkata,849,4,1,1,Standard,16,Unfurnished,5344000.0
Delhi,1274,3,1,0,Developing,10,Furnished,15988000.0
Ahmedabad,1411,1,1,0,Developing,13,Unfurnished,5858400.0
Delhi,1990,1,1,1,Premium,6,Furnished,39455000.0
Lucknow,1054,1,2,0,Standard,13,Furnished,4993000.0
Lucknow,2629,5,3,1,Premium,13,Unfurnished,16179650.0
Pune,849,3,4,1,Premium,14,Unfurnished,9279600.0
Mumbai,1140,2,2,0,Premium,8,Furnished,27376000.0
Ahmedabad,2316,2,2,1,Developing,17,Furnished,10590400.0
Ahmedabad,2390,2,2,1,Standard,9,Unfurnished,13445000.0
Kolkata,1477,1,4,1,Standard,10,Furnished,9612000.0
Ahmedabad,2906,2,3,1,Developing,10,Semi-Furnished,13386400.0
Bengaluru,2635,1,1,1,Premium,3,Furnished,41906000.0
Jaipur,932,5,2,1,Premium,8,Semi-Furnished,7258000.0
Delhi,1606,5,3,0,Standard,3,Furnished,25740000.0
Mumbai,2422,1,1,0,Standard,16,Furnished,43596000.0
Pune,777,5,2,1,Premium,11,Semi-Furnished,9130800.0
Hyderabad,608,4,1,0,Premium,14,Unfurnished,5732800.0
Hyderabad,1518,3,3,0,Standard,8,Semi-Furnished,11376000.0
Bengaluru,1745,2,3,1,Standard,20,Furnished,21290000.0
Ahmedabad,2058,5,2,1,Developing,20,Unfurnished,9405200.0
Hyderabad,1822,1,2,0,Standard,12,Unfurnished,12554000.0
Jaipur,694,5,2,1,Premium,8,Unfurnished,5461000.0
Mumbai,1579,3,1,1,Premium,17,Unfurnished,36948600.0
Pune,804,4,1,1,Premium,7,Furnished,9561600.0
Pune,2771,4,2,1,Standard,20,Furnished,22818000.0
Mumbai,602,1,2,0,Standard,15,Semi-Furnished,10736000.0
Chennai,976,4,4,0,Premium,1,Unfurnished,10666000.0
Jaipur,550,3,4,0,Standard,15,Semi-Furnished,3250000.0
Chennai,2241,2,3,0,Developing,1,Furnished,14596000.0
Jaipur,2364,4,2,0,Standard,6,Semi-Furnished,12770000.0
Chennai,2584,1,4,0,Premium,15,Semi-Furnished,25294000.0
Chennai,1122,1,3,0,Premium,18,Furnished,11039500.0
Hyderabad,1115,5,1,0,Premium,5,Furnished,11496500.0
Lucknow,2216,3,1,0,Developing,13,Unfurnished,8027600.0
Mumbai,1661,1,2,0,Standard,17,Unfurnished,29448000.0
Kolkata,2267,3,1,1,Developing,9,Furnished,11781600.0
Mumbai,1529,2,1,0,Premium,17,Semi-Furnished,35678600.0
Pune,1769,5,3,0,Standard,4,Semi-Furnished,15502000.0
Lucknow,1506,5,4,0,Standard,8,Unfurnished,7777000.0
Chennai,2500,2,4,1,Standard,14,Furnished,19500000.0
Jaipur,1514,4,4,0,Standard,4,Unfurnished,8570000.0
Lucknow,2863,1,3,1,Premium,4,Furnished,17698550.0
Chennai,2929,5,2,1,Developing,4,Semi-Furnished,18974000.0
Bengaluru,1779,4,2,0,Developing,8,Unfurnished,17678400.0
Lucknow,2730,2,4,0,Standard,10,Semi-Furnished,12835000.0
Hyderabad,1473,5,3,1,Standard,13,Semi-Furnished,11361000.0
Bengaluru,1992,3,2,0,Premium,7,Furnished,32025200.0
Delhi,1135,1,1,1,Standard,13,Furnished,17325000.0
Kolkata,2218,2,1,1,Developing,5,Furnished,11546400.0
Bengaluru,2641,5,3,1,Standard,18,Unfurnished,32242000.0
Hyderabad,969,5,3,1,Premium,6,Semi-Furnished,10217900.0
Jaipur,2411,2,2,1,Premium,6,Furnished,16621500.0
Delhi,1081,3,1,1,Developing,10,Furnished,13822000.0
Delhi,714,5,3,0,Standard,10,Semi-Furnished,11760000.0
Bengaluru,1878,5,1,0,Developing,12,Unfurnished,18528800.0
Hyderabad,1702,1,1,0,Developing,3,Furnished,10181200.0
Delhi,1910,1,2,0,Premium,1,Semi-Furnished,37845000.0
Chennai,1662,3,3,1,Developing,18,Unfurnished,10122000.0
Jaipur,2913,2,2,0,Standard,4,Semi-Furnished,15215000.0
Chennai,2629,4,4,0,Premium,18,Semi-Furnished,26182750.0
Ahmedabad,1022,1,3,0,Standard,8,Unfurnished,5721000.0
Lucknow,2463,1,3,1,Developing,16,Furnished,9216800.0
Delhi,2209,2,3,0,Standard,9,Semi-Furnished,33635000.0
Delhi,2896,2,4,0,Standard,7,Furnished,44390000.0
Pune,662,4,3,0,Premium,8,Furnished,8084800.0
Jaipur,2495,5,4,1,Premium,15,Semi-Furnished,17267500.0
Bengaluru,1453,1,3,1,Premium,6,Unfurnished,23016800.0
Ahmedabad,2008,5,3,0,Premium,2,Unfurnished,15557200.0
Mumbai,2883,1,2,0,Developing,10,Semi-Furnished,41665200.0
Bengaluru,1056,3,1,0,Premium,0,Semi-Furnished,17423600.0
Pune,2830,4,4,0,Developing,3,Semi-Furnished,19412000.0
Hyderabad,2616,2,1,1,Standard,0,Semi-Furnished,19212000.0
Jaipur,2661,1,2,0,Developing,2,Semi-Furnished,11194000.0
Chennai,1019,3,3,0,Developing,8,Furnished,7114000.0
Lucknow,2173,1,3,1,Premium,14,Semi-Furnished,12912050.0
Mumbai,1824,3,3,1,Premium,9,Furnished,43781600.0
Ahmedabad,737,2,1,0,Standard,19,Furnished,4103500.0
Jaipur,1765,1,1,0,Standard,0,Semi-Furnished,9375000.0
Kolkata,2991,5,1,0,Standard,19,Unfurnished,18096000.0
Bengaluru,2462,4,2,1,Developing,12,Unfurnished,24185200.0
Mumbai,2850,5,3,0,Developing,0,Furnished,42840000.0
Lucknow,1648,4,3,1,Premium,6,Unfurnished,10590800.0
Ahmedabad,1043,3,2,0,Premium,12,Unfurnished,7657450.0
Ahmedabad,2783,1,2,1,Premium,16,Furnished,20148450.0
Pune,2001,5,2,0,Premium,9,Furnished,22060400.0
Hyderabad,1840,5,1,1,Standard,0,Furnished,14630000.0
Bengaluru,2091,4,1,1,Standard,16,Unfurnished,25342000.0
Bengaluru,1817,1,4,0,Standard,2,Unfurnished,22304000.0
Delhi,1227,5,3,1,Developing,15,Unfurnished,15424000.0
Chennai,2072,2,1,0,Developing,11,Furnished,12882000.0
Hyderabad,2056,2,2,0,Standard,19,Furnished,14542000.0
Kolkata,2831,1,4,0,Standard,18,Furnished,17186000.0
Bengaluru,2332,2,3,1,Standard,17,Unfurnished,27984000.0
Kolkata,2564,1,1,1,Developing,18,Semi-Furnished,12107200.0
Chennai,2957,3,3,1,Developing,8,Semi-Furnished,18642000.0
Hyderabad,2313,5,3,0,Developing,0,Furnished,14752800.0
Lucknow,2276,2,3,1,Premium,8,Unfurnished,13764600.0
Lucknow,1094,3,3,0,Premium,0,Unfurnished,7299900.0
Hyderabad,677,3,3,0,Premium,0,Unfurnished,7060700.0
Delhi,1287,4,4,1,Developing,0,Furnished,17294000.0
Pune,2500,2,4,1,Standard,1,Furnished,21400000.0
Ahmedabad,1570,1,4,1,Developing,15,Unfurnished,6908000.0
Ahmedabad,553,3,4,0,Standard,12,Unfurnished,3441500.0
Delhi,2453,5,4,0,Premium,7,Furnished,49383500.0
Mumbai,2444,2,4,0,Premium,19,Unfurnished,57039600.0
Bengaluru,2292,3,3,0,Developing,8,Furnished,23003200.0
Pune,745,3,4,0,Premium,15,Unfurnished,7998000.0
Bengaluru,2513,2,3,0,Standard,19,Furnished,30406000.0
Ahmedabad,1430,3,1,0,Premium,17,Unfurnished,10074500.0
Hyderabad,1446,2,4,1,Premium,18,Unfurnished,13208600.0
Hyderabad,2004,4,2,0,Premium,12,Semi-Furnished,18886400.0
Bengaluru,1927,3,3,0,Premium,19,Semi-Furnished,30261200.0
Mumbai,1847,2,3,0,Premium,10,Unfurnished,43419800.0
Jaipur,1176,4,1,1,Standard,15,Furnished,6680000.0
Mumbai,1088,4,2,1,Premium,14,Furnished,26409200.0
Pune,1578,5,4,1,Premium,14,Semi-Furnished,17511200.0
Pune,2472,4,3,1,Premium,13,Unfurnished,26308800.0
Pune,2722,1,3,0,Standard,7,Furnished,22426000.0
Hyderabad,1216,3,4,1,Premium,13,Semi-Furnished,11815600.0
Ahmedabad,2542,5,4,0,Developing,2,Semi-Furnished,12734800.0
Hyderabad,2999,3,2,0,Premium,18,Unfurnished,27190900.0
Lucknow,1951,4,3,0,Standard,9,Semi-Furnished,9679500.0
Delhi,800,5,4,1,Standard,19,Semi-Furnished,12850000.0
Hyderabad,1926,3,4,1,Standard,14,Semi-Furnished,14182000.0
Ahmedabad,1497,2,3,1,Standard,1,Unfurnished,9033500.0
Bengaluru,1850,5,1,1,Premium,10,Semi-Furnished,29860000.0
Kolkata,1335,1,4,1,Standard,20,Furnished,8260000.0
Pune,1396,5,2,0,Premium,2,Semi-Furnished,15868400.0
Kolkata,2786,4,1,1,Premium,11,Unfurnished,22230800.0
Chennai,1356,4,2,1,Premium,9,Semi-Furnished,14171000.0
Hyderabad,1337,1,1,0,Premium,19,Semi-Furnished,11766700.0
Pune,585,2,2,1,Premium,18,Semi-Furnished,6184000.0
Kolkata,682,2,4,1,Premium,1,Unfurnished,6219600.0
Bengaluru,1978,4,2,1,Standard,15,Semi-Furnished,24386000.0
Delhi,2912,5,3,0,Premium,2,Semi-Furnished,58234000.0
Jaipur,1307,4,4,1,Premium,10,Furnished,9845500.0
Mumbai,2828,3,1,1,Premium,11,Semi-Furnished,66725200.0
Lucknow,1126,4,1,1,Developing,14,Unfurnished,4403600.0
Ahmedabad,1539,2,3,0,Standard,12,Unfurnished,8564500.0
Lucknow,1615,3,1,0,Standard,0,Unfurnished,7967500.0
Chennai,908,4,3,1,Standard,19,Unfurnished,7110000.0
Hyderabad,2550,2,2,0,Developing,5,Furnished,15130000.0
Mumbai,2419,2,1,1,Standard,10,Furnished,44192000.0
Lucknow,1880,3,4,1,Premium,14,Furnished,11948000.0
Delhi,560,5,2,1,Standard,16,Unfurnished,8950000.0
Jaipur,2608,4,3,0,Premium,10,Furnished,18052000.0
Kolkata,1137,2,3,0,Developing,16,Semi-Furnished,5607600.0
Ahmedabad,2779,3,3,1,Premium,14,Furnished,20719850.0
Chennai,2978,2,3,0,Premium,20,Furnished,29235500.0
Jaipur,2167,3,4,1,Developing,11,Semi-Furnished,9518000.0
Bengaluru,1258,1,3,0,Developing,14,Furnished,12376800.0
Delhi,1983,4,1,0,Developing,19,Furnished,24246000.0
Kolkata,1737,1,2,1,Developing,11,Semi-Furnished,8587600.0
Jaipur,2949,3,1,1,Developing,19,Furnished,12196000.0
Kolkata,1470,5,1,0,Standard,13,Furnished,9770000.0
Delhi,2115,5,2,0,Developing,7,Semi-Furnished,26480000.0
Mumbai,2874,4,3,1,Premium,2,Semi-Furnished,68651600.0
Chennai,1395,2,3,1,Developing,14,Semi-Furnished,8770000.0
Delhi,580,4,2,1,Developing,9,Furnished,8160000.0
Bengaluru,1123,5,1,0,Standard,8,Unfurnished,14176000.0
Lucknow,591,5,2,1,Standard,0,Unfurnished,4009500.0
Pune,1629,1,1,1,Developing,12,Semi-Furnished,10525600.0
Lucknow,2806,5,2,0,Developing,3,Furnished,11651600.0
Bengaluru,583,5,4,0,Developing,2,Unfurnished,6896800.0
Hyderabad,509,2,2,0,Premium,9,Furnished,5281900.0
Jaipur,2060,1,1,1,Premium,0,Semi-Furnished,14090000.0
Bengaluru,2546,3,4,0,Developing,6,Unfurnished,25141600.0
Hyderabad,2482,4,2,0,Developing,2,Semi-Furnished,15049200.0
Mumbai,1391,5,2,1,Premium,9,Semi-Furnished,33699400.0
Mumbai,1030,2,2,0,Developing,7,Furnished,15582000.0
Mumbai,2403,3,2,1,Premium,0,Furnished,57680200.0
Kolkata,510,5,4,1,Premium,17,Semi-Furnished,4928000.0
Kolkata,2744,3,1,1,Developing,2,Unfurnished,13921200.0
Delhi,2990,5,4,1,Standard,12,Unfurnished,45800000.0
Lucknow,980,5,2,1,Standard,11,Semi-Furnished,5460000.0
Pune,2220,5,2,1,Developing,15,Unfurnished,14808000.0
Ahmedabad,567,2,3,1,Developing,3,Unfurnished,3194800.0
Bengaluru,921,2,2,0,Standard,6,Furnished,11852000.0
Ahmedabad,1524,3,3,0,Standard,17,Furnished,8932000.0
Bengaluru,685,2,4,0,Developing,2,Unfurnished,7276000.0
Pune,2351,3,3,0,Standard,8,Semi-Furnished,19558000.0
Lucknow,917,3,2,0,Premium,4,Semi-Furnished,6214450.0
Kolkata,762,4,2,1,Developing,1,Furnished,5257600.0
Mumbai,743,2,1,0,Standard,13,Unfurnished,13224000.0
Jaipur,1216,1,3,0,Premium,12,Furnished,8304000.0
Jaipur,1472,1,4,1,Developing,12,Unfurnished,6038000.0
Jaipur,1765,3,4,0,Developing,5,Unfurnished,7810000.0
Lucknow,2695,4,3,0,Standard,13,Furnished,13077500.0
Hyderabad,1862,1,2,0,Developing,1,Semi-Furnished,11027200.0
Mumbai,1103,5,1,1,Premium,6,Furnished,27260200.0
Chennai,871,1,3,0,Premium,6,Furnished,9192250.0
Bengaluru,1543,2,4,0,Standard,1,Unfurnished,19266000.0
Bengaluru,2032,5,3,1,Developing,18,Furnished,20557200.0
Kolkata,1156,5,3,1,Standard,16,Unfurnished,7586000.0
Bengaluru,2870,3,3,1,Premium,19,Semi-Furnished,45122000.0
Kolkata,2815,1,1,0,Developing,7,Furnished,13962000.0
Mumbai,2704,2,3,0,Premium,12,Unfurnished,63373600.0
Mumbai,748,3,1,1,Standard,0,Furnished,14814000.0
Delhi,2917,1,2,0,Premium,0,Unfurnished,57281500.0
Hyderabad,1511,5,3,1,Premium,9,Semi-Furnished,15000100.0
Kolkata,600,4,1,1,Premium,12,Unfurnished,5130000.0
Lucknow,951,5,2,0,Standard,12,Semi-Furnished,5129500.0
Lucknow,2501,2,2,0,Developing,11,Furnished,9553600.0
Mumbai,1854,1,3,1,Premium,9,Unfurnished,43583600.0
Chennai,1106,5,2,0,Standard,3,Unfurnished,9345000.0
Mumbai,791,2,3,0,Premium,14,Furnished,19009400.0
Lucknow,2805,3,2,0,Developing,18,Furnished,10498000.0
Pune,1316,4,3,0,Premium,0,Unfurnished,14786400.0
Kolkata,1883,3,1,0,Standard,0,Furnished,12498000.0
Pune,1002,2,1,1,Standard,0,Unfurnished,8666000.0
Bengaluru,2517,3,3,1,Developing,15,Furnished,24963200.0
Kolkata,1474,1,1,0,Developing,3,Semi-Furnished,7475200.0
Kolkata,2360,2,3,0,Developing,11,Unfurnished,11478000.0
Ahmedabad,2138,5,4,1,Standard,20,Furnished,12809000.0
Jaipur,2772,4,1,1,Premium,4,Semi-Furnished,19118000.0
Hyderabad,2368,2,3,0,Premium,10,Furnished,22248800.0
Pune,801,3,4,0,Standard,14,Unfurnished,6708000.0
Delhi,1974,2,2,1,Standard,0,Semi-Furnished,30610000.0
Kolkata,2094,1,2,1,Standard,6,Semi-Furnished,13064000.0
Delhi,2589,4,1,1,Standard,12,Unfurnished,39285000.0
Kolkata,2465,3,4,1,Premium,11,Unfurnished,19827000.0
Chennai,2789,1,2,1,Standard,18,Semi-Furnished,20817500.0
Chennai,2153,3,4,1,Developing,18,Unfurnished,13168000.0
Bengaluru,2176,5,3,0,Standard,18,Semi-Furnished,26762000.0
Delhi,1631,3,2,0,Premium,18,Furnished,32204500.0
Delhi,2287,3,2,1,Developing,11,Furnished,28344000.0
Hyderabad,1007,3,1,1,Developing,13,Semi-Furnished,6089200.0
Mumbai,2974,3,1,1,Premium,7,Furnished,70591600.0
Kolkata,1048,1,1,0,Standard,8,Unfurnished,6188000.0
Mumbai,2352,3,4,1,Developing,5,Unfurnished,34768800.0
Pune,2891,2,3,1,Standard,1,Unfurnished,23928000.0
Chennai,1719,4,4,1,Standard,10,Furnished,14242500.0
Bengaluru,1281,1,4,1,Premium,7,Unfurnished,20383600.0
Jaipur,1210,4,1,1,Premium,5,Unfurnished,8665000.0
Kolkata,1364,5,3,1,Developing,13,Furnished,7847200.0
Ahmedabad,2842,3,3,0,Standard,0,Furnished,17031000.0
Mumbai,2034,2,4,0,Premium,5,Semi-Furnished,48395600.0
Kolkata,789,4,1,0,Standard,6,Semi-Furnished,5584000.0
Mumbai,2412,2,3,0,Standard,16,Furnished,43816000.0
Bengaluru,1652,4,2,1,Premium,13,Semi-Furnished,26521200.0
Mumbai,2962,2,2,0,Standard,14,Unfurnished,53216000.0
Pune,2325,3,4,1,Premium,18,Unfurnished,24430000.0
Pune,1529,1,3,0,Developing,16,Unfurnished,9485600.0
Bengaluru,2682,4,3,1,Premium,19,Unfurnished,42139200.0
Jaipur,520,2,4,1,Developing,11,Furnished,2980000.0
Ahmedabad,933,1,2,0,Premium,13,Unfurnished,6420950.0
Kolkata,2610,1,2,0,Standard,15,Furnished,15810000.0
Lucknow,589,5,4,0,Premium,15,Unfurnished,4095650.0
Mumbai,2126,5,3,1,Standard,2,Furnished,40118000.0
Bengaluru,1865,2,2,0,Developing,5,Semi-Furnished,18504000.0
Ahmedabad,2136,4,4,1,Standard,19,Unfurnished,12148000.0
Hyderabad,1152,1,4,0,Standard,12,Unfurnished,8064000.0
Ahmedabad,2599,2,2,0,Premium,16,Unfurnished,18382850.0
Jaipur,2004,5,1,1,Premium,0,Semi-Furnished,14526000.0
Kolkata,2775,1,1,1,Premium,4,Semi-Furnished,22145000.0
Mumbai,889,2,1,1,Standard,19,Semi-Furnished,15952000.0
Delhi,1042,1,3,0,Standard,16,Furnished,15830000.0
Kolkata,2203,1,1,0,Standard,16,Furnished,13218000.0
Jaipur,912,2,1,1,Premium,19,Semi-Furnished,5878000.0
Lucknow,1346,4,2,0,Premium,2,Semi-Furnished,9024100.0
Mumbai,1694,3,3,1,Standard,9,Semi-Furnished,31342000.0
Chennai,2461,2,1,1,Premium,10,Furnished,24644750.0
Delhi,1258,5,1,1,Developing,7,Furnished,16496000.0
Bengaluru,1922,3,2,1,Premium,10,Semi-Furnished,30683200.0
Ahmedabad,2205,3,4,1,Developing,0,Unfurnished,10852000.0
Bengaluru,2953,3,2,1,Developing,2,Semi-Furnished,29448800.0
Bengaluru,1077,5,3,0,Developing,1,Semi-Furnished,11839200.0
Kolkata,527,2,2,1,Premium,16,Semi-Furnished,4310600.0
Bengaluru,1724,1,1,1,Premium,11,Furnished,27294400.0
Lucknow,1300,3,1,0,Standard,11,Furnished,6500000.0
Jaipur,1220,5,3,1,Premium,20,Furnished,8880000.0
Hyderabad,903,2,4,0,Premium,14,Unfurnished,8317300.0
Lucknow,1283,2,1,1,Standard,10,Furnished,6423500.0
Kolkata,1247,3,3,1,Premium,12,Furnished,10676600.0
Hyderabad,2142,5,4,0,Standard,17,Semi-Furnished,15794000.0
Delhi,992,4,1,0,Premium,11,Semi-Furnished,19944000.0
Kolkata,1604,2,2,0,Developing,6,Furnished,8499200.0
Kolkata,570,5,3,1,Premium,9,Unfurnished,5446000.0
Delhi,2517,3,2,0,Developing,0,Unfurnished,31004000.0
Chennai,2897,2,1,0,Standard,18,Unfurnished,21327500.0
Delhi,2378,3,2,1,Standard,7,Furnished,36770000.0
Chennai,1312,4,2,0,Developing,0,Unfurnished,8872000.0
Chennai,2040,1,3,1,Premium,4,Semi-Furnished,20590000.0
Bengaluru,537,3,4,0,Developing,11,Furnished,6105200.0
Kolkata,1639,3,2,0,Standard,8,Semi-Furnished,10484000.0
Bengaluru,2940,1,4,1,Standard,12,Unfurnished,35430000.0
Ahmedabad,1517,5,2,0,Developing,0,Unfurnished,7874800.0
Ahmedabad,2670,2,2,1,Developing,15,Unfurnished,11748000.0
Bengaluru,592,2,4,1,Standard,19,Furnished,7604000.0
Bengaluru,1148,5,1,1,Premium,4,Furnished,19458800.0
Kolkata,2400,5,3,1,Developing,11,Furnished,12920000.0
Delhi,2405,1,2,1,Premium,11,Semi-Furnished,47147500.0
Jaipur,1285,2,1,1,Premium,4,Furnished,9302500.0
Chennai,2727,3,1,1,Developing,18,Unfurnished,16312000.0
Mumbai,2910,3,2,1,Developing,16,Furnished,42554000.0
Chennai,2801,3,4,0,Developing,13,Unfurnished,17156000.0
Chennai,736,5,3,0,Developing,15,Furnished,5466000.0
Pune,646,3,3,0,Standard,4,Semi-Furnished,6118000.0
Chennai,510,5,1,1,Standard,16,Furnished,4775000.0
Pune,1967,2,1,1,Developing,3,Semi-Furnished,13338800.0
Mumbai,2443,2,4,1,Developing,10,Unfurnished,35629200.0
Delhi,1930,1,4,0,Premium,15,Furnished,37985000.0
Kolkata,3000,5,1,0,Premium,7,Semi-Furnished,24400000.0
Mumbai,1405,1,4,1,Standard,19,Unfurnished,25090000.0
Jaipur,1442,3,4,0,Standard,3,Furnished,8560000.0
Chennai,2985,3,2,0,Developing,8,Unfurnished,18310000.0
Bengaluru,1849,3,2,1,Standard,2,Unfurnished,23038000.0
Bengaluru,1898,4,2,1,Standard,6,Furnished,24126000.0
Delhi,838,5,3,0,Standard,13,Furnished,13720000.0
Ahmedabad,1253,3,1,1,Premium,13,Unfurnished,9158950.0
Ahmedabad,804,1,3,0,Premium,20,Unfurnished,5248600.0
Kolkata,1091,5,4,0,Developing,6,Semi-Furnished,6586800.0
Delhi,2709,3,4,0,Standard,17,Semi-Furnished,41035000.0
Ahmedabad,1986,4,1,1,Standard,1,Furnished,12423000.0
Delhi,1236,5,2,1,Developing,2,Furnished,16582000.0
Kolkata,1444,4,4,0,Premium,7,Semi-Furnished,12363200.0
Kolkata,2758,5,2,0,Standard,5,Unfurnished,17498000.0
Hyderabad,2626,5,3,1,Developing,12,Furnished,16055600.0
Pune,2365,5,3,1,Developing,7,Furnished,16736000.0
Lucknow,691,5,2,1,Developing,9,Unfurnished,3387600.0
Mumbai,904,5,1,1,Premium,11,Unfurnished,21853600.0
Pune,945,3,3,0,Developing,10,Unfurnished,6448000.0
Hyderabad,2875,2,1,1,Developing,10,Semi-Furnished,16500000.0
Mumbai,1954,4,2,0,Premium,9,Semi-Furnished,46523600.0
Pune,2102,2,3,1,Premium,17,Unfurnished,21860800.0
Ahmedabad,1324,1,3,1,Premium,3,Furnished,10466600.0
Ahmedabad,983,4,2,0,Developing,3,Furnished,5675200.0
Lucknow,1076,2,4,0,Developing,14,Semi-Furnished,4223600.0
Chennai,1069,5,4,0,Premium,13,Semi-Furnished,11422750.0
Bengaluru,2388,2,2,0,Standard,11,Furnished,29206000.0
Chennai,2450,3,3,1,Developing,4,Unfurnished,15550000.0
Jaipur,2391,1,2,1,Standard,7,Unfurnished,12155000.0
Pune,840,5,2,0,Premium,17,Semi-Furnished,9336000.0
Delhi,1860,3,2,0,Premium,6,Furnished,37270000.0
Lucknow,1957,4,1,0,Developing,6,Unfurnished,7645200.0
Hyderabad,2351,4,1,1,Standard,12,Unfurnished,16907000.0
Bengaluru,2115,5,4,0,Standard,6,Unfurnished,26480000.0
Pune,1695,2,3,0,Developing,19,Semi-Furnished,10848000.0
Bengaluru,2865,2,2,0,Standard,6,Semi-Furnished,34930000.0
Bengaluru,2756,2,2,0,Premium,11,Furnished,43543600.0
Kolkata,1967,2,2,1,Standard,16,Semi-Furnished,12002000.0
Chennai,1200,2,1,0,Premium,6,Semi-Furnished,12150000.0
Hyderabad,2546,5,4,0,Standard,18,Furnished,18822000.0
Hyderabad,2495,1,4,1,Premium,2,Furnished,23854500.0
Jaipur,2446,3,4,1,Developing,14,Unfurnished,10234000.0
Mumbai,896,2,4,1,Standard,18,Semi-Furnished,16428000.0
Lucknow,1453,4,1,1,Developing,16,Semi-Furnished,5730800.0
Delhi,2433,4,1,0,Standard,12,Furnished,37295000.0
Kolkata,863,2,4,1,Premium,4,Semi-Furnished,7731400.0
Chennai,1325,2,3,0,Premium,12,Unfurnished,13018750.0
Bengaluru,2140,4,4,0,Standard,7,Semi-Furnished,26780000.0
Mumbai,1980,3,2,0,Premium,3,Unfurnished,46982000.0
Ahmedabad,2696,1,1,1,Developing,9,Semi-Furnished,12112400.0
